dst,dst_burton,dst_corrector,dst_final,err_burton,err_corrector,err_final,anomaly_score,recon_error,alert_level,w_burton,w_corrector,blend_certainty,storm_phase
9.0,-3.074648380279541,9.068868160247803,3.3980860710144043,-12.074648380279541,0.06886816024780273,-5.601913928985596,0.0,0.019125647842884064,GREEN,0.4669802486896515,0.5330197811126709,0.06603953242301941,0
9.0,-3.067993402481079,9.322383642196655,3.532047986984253,-12.067993402481079,0.3223836421966553,-5.467952013015747,0.0,0.018757404759526253,GREEN,0.46732527017593384,0.5326747894287109,0.0653495192527771,0
9.0,-3.0613527297973633,9.482943534851074,3.6294431686401367,-12.061352729797363,0.4829435348510742,-5.370556831359863,0.0,0.01830044575035572,GREEN,0.46662643551826477,0.5333735942840576,0.06674715876579285,0
9.0,-3.0547263622283936,9.894522905349731,3.8275723457336426,-12.054726362228394,0.8945229053497314,-5.172427654266357,0.0,0.018141943961381912,GREEN,0.4685175120830536,0.531482458114624,0.06296494603157043,0
9.0,-3.04811429977417,9.395503520965576,3.5715138912200928,-12.04811429977417,0.39550352096557617,-5.428486108779907,0.0,0.018077945336699486,GREEN,0.46803027391433716,0.5319697260856628,0.06393945217132568,0
9.0,-3.0415165424346924,9.72180438041687,3.753931999206543,-12.041516542434692,0.7218043804168701,-5.246068000793457,0.0,0.01809908077120781,GREEN,0.4675799012184143,0.5324200987815857,0.06484019756317139,0
9.0,-3.034933090209961,9.546689987182617,3.6762876510620117,-12.034933090209961,0.5466899871826172,-5.323712348937988,0.0,0.01805422082543373,GREEN,0.4665854871273041,0.5334145426750183,0.06682905554771423,0
9.0,-3.0283639430999756,9.879739999771118,3.837712526321411,-12.028363943099976,0.8797399997711182,-5.162287473678589,0.0,0.018273120746016502,GREEN,0.4680801331996918,0.5319198369979858,0.06383970379829407,0
9.0,-3.0218091011047363,9.914201259613037,3.86140775680542,-12.021809101104736,0.9142012596130371,-5.13859224319458,0.0,0.01821904070675373,GREEN,0.46790269017219543,0.532097339630127,0.06419464945793152,0
9.0,-3.015268325805664,9.98794174194336,3.899451971054077,-12.015268325805664,0.9879417419433594,-5.100548028945923,0.0,0.01824132539331913,GREEN,0.468229740858078,0.5317702293395996,0.0635404884815216,0
9.0,-3.008741855621338,9.205694675445557,3.4894282817840576,-12.008741855621338,0.20569467544555664,-5.510571718215942,0.0,0.01815689168870449,GREEN,0.4679926037788391,0.5320073962211609,0.06401479244232178,0
9.0,-3.0022294521331787,10.179333925247192,4.016468524932861,-12.002229452133179,1.1793339252471924,-4.983531475067139,0.0,0.018053967505693436,GREEN,0.4675367772579193,0.5324632525444031,0.06492647528648376,0
9.0,-2.9957311153411865,10.473478555679321,4.177121639251709,-11.995731115341187,1.4734785556793213,-4.822878360748291,0.0,0.018041469156742096,GREEN,0.4674629867076874,0.532537043094635,0.06507405638694763,0
9.0,-2.9892468452453613,10.769038677215576,4.336152076721191,-11.989246845245361,1.7690386772155762,-4.663847923278809,0.0,0.018139930441975594,GREEN,0.4675646424293518,0.532435417175293,0.06487077474594116,0
9.0,-2.982776641845703,10.336612701416016,4.112631320953369,-11.982776641845703,1.3366127014160156,-4.887368679046631,0.0,0.018191490322351456,GREEN,0.4672873318195343,0.5327126979827881,0.06542536616325378,0
9.0,-2.976320505142212,10.588513135910034,4.245378494262695,-11.976320505142212,1.5885131359100342,-4.754621505737305,0.0,0.01831379532814026,GREEN,0.46761608123779297,0.532383918762207,0.06476783752441406,0
9.0,-2.9698781967163086,10.675661087036133,4.2931318283081055,-11.969878196716309,1.6756610870361328,-4.7068681716918945,0.0,0.018401097506284714,GREEN,0.4677374064922333,0.5322625637054443,0.06452515721321106,0
9.0,-2.9634499549865723,10.587573528289795,4.244140148162842,-11.963449954986572,1.587573528289795,-4.755859851837158,0.0,0.018484553322196007,GREEN,0.46811479330062866,0.5318852663040161,0.06377047300338745,0
9.0,-2.957035541534424,10.61381196975708,4.260035037994385,-11.957035541534424,1.61381196975708,-4.739964962005615,0.0,0.018565943464636803,GREEN,0.4681931138038635,0.5318069458007812,0.06361383199691772,0
9.0,-2.9506349563598633,10.613965034484863,4.266958713531494,-11.950634956359863,1.6139650344848633,-4.733041286468506,0.0,0.018487725406885147,GREEN,0.467909574508667,0.532090425491333,0.06418085098266602,0
9.0,-2.9442481994628906,10.51397705078125,4.231410980224609,-11.94424819946289,1.51397705078125,-4.768589019775391,0.0,0.018293017521500587,GREEN,0.46681979298591614,0.5331801772117615,0.06636038422584534,0
9.0,-2.937875270843506,10.902534008026123,4.451086521148682,-11.937875270843506,1.902534008026123,-4.548913478851318,0.0,0.017942722886800766,GREEN,0.4661312997341156,0.5338687300682068,0.06773743033409119,0
9.0,-2.931516170501709,9.915014743804932,3.9072282314300537,-11.931516170501709,0.9150147438049316,-5.092771768569946,0.0,0.017394546419382095,GREEN,0.46765822172164917,0.532341718673706,0.06468349695205688,0
9.0,-2.9251708984375,10.520431518554688,4.239140510559082,-11.9251708984375,1.5204315185546875,-4.760859489440918,0.0,0.017073338851332664,GREEN,0.4671632945537567,0.5328367948532104,0.06567350029945374,0
9.0,-2.918839454650879,10.45963191986084,4.2096710205078125,-11.918839454650879,1.4596319198608398,-4.7903289794921875,0.0,0.016935590654611588,GREEN,0.467165470123291,0.5328344702720642,0.0656690001487732,0
9.0,-2.9125216007232666,10.06997561454773,4.013029098510742,-11.912521600723267,1.0699756145477295,-4.986970901489258,0.0,0.01685667783021927,GREEN,0.4665471017360687,0.5334528684616089,0.06690576672554016,0
9.0,-2.906217336654663,10.51153016090393,4.22719144821167,-11.906217336654663,1.5115301609039307,-4.77280855178833,0.0,0.016728004440665245,GREEN,0.46836018562316895,0.531639814376831,0.06327962875366211,0
9.0,-2.8999269008636475,10.785179376602173,4.367025375366211,-11.899926900863647,1.7851793766021729,-4.632974624633789,0.0,0.01669425144791603,GREEN,0.46898823976516724,0.5310117602348328,0.06202352046966553,0
9.0,-2.8936500549316406,10.357357025146484,4.150584697723389,-11.89365005493164,1.3573570251464844,-4.849415302276611,0.0,0.016712985932826996,GREEN,0.4684000313282013,0.5315999388694763,0.06319990754127502,0
9.0,-2.8873867988586426,10.361263751983643,4.158270835876465,-11.887386798858643,1.3612637519836426,-4.841729164123535,0.0,0.016811640933156013,GREEN,0.4681980609893799,0.5318018794059753,0.06360381841659546,0
